HIP,Longitudine galactică,Latitudine galactică,Nume,Constelație,Tipul Spectral,Clasă de luminozitate,Index B-V (culoare),Magnitudine absolută(VMag),Luminozitate(Lum),Magnitudine aparentă (Vmag),Temperatură efectivă,Radius,Mass
89396,3.99353246,-5.0590516,,Sagittarius,F,5,0.434,4.37,1.51,7.99,6363,1.155,1.27
89366,4.37108006,-4.74966539,,Sagittarius,B,2,-0.017,0.15,91.25,7.16,10831,3.165,2.82
89614,5.5153157,-4.91647259,,Sagittarius,G,5,0.56,5.01,0.88,9.49,5867,1.147,1.061
89954,6.36540845,-5.47234739,,Sagittarius,A,5,0.249,0.59,48.29,6.91,8017,3.051,1.937
89673,5.95869603,-4.87302523,,Sagittarius,G,5,0.551,4.4,1.54,9.41,5947,1.044,1.09
86572,355.1660457,-1.94927309,,Scorpius,A,5,0.149,1.1,30.55,7.51,8535,3.762,2.13
85839,353.9813247,-0.47193727,HR 6522,Scorpius,F,4,0.36,0.76,41.23,6.16,6880,4.827,1.49
86001,354.7490286,-0.52429259,,Scorpius,G,5,0.56,3.63,3.14,8.96,6062,1.244,1.13
86752,355.3869748,-2.32157852,,Scorpius,B,3,0.006,0.9,43.15,7.71,11681,2.969,3.09
86892,356.225251,-2.21598863,,Scorpius,F,5,0.512,4.04,2.09,9.47,6625,1.295,1.39
86953,357.092499,-1.89322072,,Scorpius,G,5,0.633,4.35,1.67,9.38,5891,1.108,1.07
86650,356.5684535,-1.26826474,,Scorpius,F,5,0.4,1.73,17.1,7.85,6872,3.668,1.49
85999,355.994073,0.28457624,,Scorpius,F,5,0.52,4.73,1.12,9.15,6085,1.045,1.14
85422,354.8446975,1.3647301,,Scorpius,F,5,0.459,3.79,2.76,8.38,6474.5,1.32,1.32
85797,356.2337246,1.1349056,,Scorpius,G,5,0.56,4.65,1.22,9.55,6582,1.102,1.37
86244,356.3117931,-0.22244328,,Scorpius,G,5,0.6,4.85,1.03,9.31,5844,1.232,1.05
86285,357.4353101,0.38719282,,Scorpius,G,5,0.582,2.98,5.78,8.3,6084,2.298,1.14
86408,357.6863038,0.15812992,,Scorpius,G,5,0.68,4.62,1.34,9.51,5618,1.203,0.99
87144,357.1009031,-2.42398912,,Scorpius,A,5,0.135,2.33,9.79,7.36,9051,1.68,2.29
86963,357.3658058,-1.761072,Gliese 2130 B,Scorpius,M,5,1.439,12.47,0,11.45,3340,0.462,0.46
86915,358.2462423,-1.05386214,,Scorpius,G,5,0.671,3.76,2.96,8.86,5790,1.43,1.04
87162,359.1516535,-1.23044773,,Scorpius,F,5,0.529,3.52,3.54,7.99,6155.2,1.782,1.17
88033,0.40607098,-3.11139387,Gliese 9608,Sagittarius,K,5,0.79,6.34,0.31,9.34,5214,0.787,0.89
87760,0.2193248,-2.40213039,,Sagittarius,A,4,0.279,2.31,9.87,8.28,7700,2.147,1.81
87482,0.23761409,-1.59509196,,Sagittarius,A,5,0.281,2.83,6.09,8.26,7423,2.322,1.698
86629,358.2697661,-0.15764849,,Scorpius,F,5,0.554,3.21,4.8,8.75,5933.8,2.946,1.08
86744,358.7015183,-0.25618177,,Scorpius,F,4,0.26,2.41,8.99,7.79,7858,1.85,1.87
86360,358.2012085,0.63197894,,Scorpius,F,5,0.59,3.76,2.81,8.71,6009.4,2.179,1.11
86665,359.2094839,0.32573071,,Ophiuchus,F,5,0.387,2.74,6.95,8.05,6852.5,2.044,1.483
87233,0.00125456,-0.97276377,,Sagittarius,A,5,0.366,2.55,8.19,8.32,7067,2.501,1.564
87238,0.11154739,-0.91586378,,Sagittarius,F,5,0.325,3.15,4.57,8.03,6908,1.746,1.505
87250,0.16419941,-0.94118785,,Sagittarius,F,,0.561,3.81,2.77,9.53,6527,2.373,1.344
87038,359.8970383,-0.43141733,,Sagittarius,G,5,0.573,4.37,1.59,9.33,6070,1.143,1.134
86911,359.8313109,-0.07229231,,Sagittarius,F,,0.602,5.11,0.83,10.02,6110,1.609,1.15
86919,0.45164747,0.27510387,,Sagittarius,F,5,0.456,3.64,2.98,7.99,6584,1.318,1.37
85524,355.9688405,1.77447887,,Scorpius,F,5,0.373,2.85,6.44,7.6,6823.6,1.711,1.47
85100,355.0948801,2.50581075,,Scorpius,F,5,0.389,3.42,3.79,7.76,6747.2,1.538,1.44
84987,354.971325,2.76137213,,Scorpius,G,5,0.59,4.41,1.54,9.03,5981,1.147,1.1
84995,355.2864378,2.93985591,,Scorpius,F,5,0.362,2.29,10.71,8.28,7030,2.026,1.55
85423,357.0747194,2.85297272,45 d Ophiuchi (HR 6492),Ophiuchus,F,3,0.402,1.61,19.07,4.28,6750,3.018,1.44
84806,355.7141367,3.85022924,,Scorpius,F,5,0.49,3.8,2.6,8.8,6727,1.297,1.43
84999,356.194626,3.55099691,,Scorpius,G,5,0.536,3.81,2.61,8.02,6214,1.382,1.2
84533,355.3941043,4.44312106,,Scorpius,F,5,0.336,3.08,4.88,7.27,7039,1.487,1.55
84665,356.2486832,4.61404547,,Ophiuchus,G,5,0.602,3.85,2.6,8.74,5900,1.201,1.07
84846,356.6477882,4.37458239,,Ophiuchus,A,5,0.058,0.38,63.37,6.97,9085,2.869,2.298
84684,356.3298073,4.61280001,,Ophiuchus,K,5,0.789,6,0.43,9.67,5184.4,0.786,0.88
84758,356.58792,4.58595029,,Ophiuchus,G,5,0.704,2.76,7.57,8.75,5611,3.135,0.993
85278,357.0127205,3.29748698,,Ophiuchus,A,4,0.194,0.26,65.2,6.82,7862,3.521,1.875
85299,357.9008288,3.79881132,,Ophiuchus,G,5,0.76,4.77,1.24,9.03,5510,1.132,0.97
85215,358.496229,4.48706404,,Ophiuchus,G,,0.668,4.88,1.05,9.73,6234,1.128,1.21
85318,358.8104402,4.34133966,,Ophiuchus,A,5,0.067,1.62,19.79,7.49,8808,2.101,2.214
86672,359.8024898,0.67910057,,Ophiuchus,G,5,0.757,4.59,1.45,9.02,5588,1.384,0.99
86376,359.6813451,1.5078533,,Ophiuchus,F,5,0.451,3.3,4.43,7.68,6312,1.621,1.24
86803,0.84313956,0.8690379,,Sagittarius,G,,0.744,4.38,1.73,9.45,5588,1.742,0.987
86385,0.94085712,2.27685621,,Ophiuchus,F,5,0.573,4.15,2,7.7,6077.3,1.26,1.14
86858,1.90960729,1.37697618,,Sagittarius,F,5,0.452,3.78,2.62,8.8,6690,1.375,1.417
86633,1.37181533,1.76015308,,Ophiuchus,F,5,0.407,2.09,12.54,8.1,6883.6,2.136,1.495
86719,2.06411406,1.91241601,,Ophiuchus,F,,0.624,4.97,0.9,10.01,6174,0.99,1.179
85909,359.803189,3.07009841,,Ophiuchus,G,5,0.59,4.17,1.94,9.48,5941,1.53,1.085
85681,359.6894584,3.73357436,,Ophiuchus,F,5,0.489,3.74,2.75,8.55,6431,1.221,1.3
85538,359.8746244,4.31546219,,Ophiuchus,G,5,0.651,4.13,2.07,8.63,6296,1.39,1.23
85783,0.61748553,4.02273187,HR 6520,Ophiuchus,B,2,-0.065,0.68,68.19,6.05,11357,1.973,2.986
86498,2.23151027,2.69151341,,Ophiuchus,F,5,0.428,3.19,4.46,8.96,6568.2,1.623,1.363
88589,2.38569375,-3.59335135,,Sagittarius,G,5,0.67,5.04,0.91,8.47,5915.6,0.898,1.08
88414,2.26372719,-3.11865504,,Sagittarius,K,5,1.396,6.57,0.3,9.62,4806.8,0.718,0.78
88683,3.53305519,-3.19711579,,Sagittarius,G,5,0.611,3.29,4.4,7.29,6087.1,1.891,1.14
88746,3.9613138,-3.16269837,,Sagittarius,F,5,0.506,3.63,3.06,9.02,6272.5,1.478,1.22
88465,3.84118366,-2.40983677,,Sagittarius,G,5,0.69,4.64,1.33,9.65,5759,1.475,1.031
88739,4.65767684,-2.75109457,,Sagittarius,G,5,0.565,4.94,0.94,9.59,5921,1.01,1.08
88687,4.59744861,-2.62129214,,Sagittarius,G,5,0.605,4.35,1.65,9.01,5886,1.227,1.07
88695,4.68435234,-2.60284756,,Sagittarius,G,5,0.5,4.13,1.93,8.86,6067,1.171,1.13
87836,1.992798,-1.64631415,HR 6680,Sagittarius,A,5,0.207,2.21,10.84,5.76,7802,1.693,1.85
87369,1.94501701,-0.24380143,,Sagittarius,G,5,0.726,5.74,0.52,8.9,5343.6,0.84,0.92
87589,2.3194679,-0.65375348,,Sagittarius,A,3,0.177,1.08,30.71,6.88,8125,2.66,1.979
87306,2.1447057,0.07457145,,Sagittarius,A,5,0.2,1.58,19.36,6.96,7785,2.756,1.844
87824,3.07829391,-0.94195162,,Sagittarius,G,5,0.614,4.17,1.96,7.39,6066.5,1.235,1.13
87679,2.9858273,-0.50299804,,Sagittarius,K,5,0.758,5.17,0.86,8.55,5463.8,1.006,0.96
88440,4.597123,-1.8691697,,Sagittarius,F,5,0.446,3.44,3.56,8.31,6592,1.459,1.37
89032,5.18164109,-3.3134505,,Sagittarius,G,5,0.527,4.94,0.92,9.49,5936,1.026,1.08
88937,5.06646666,-3.121359,,Sagittarius,G,5,0.65,4.62,1.31,7.6,6206,0.956,1.19
89307,6.36062349,-3.47525843,,Sagittarius,A,3,0.335,2.58,7.72,7.85,7795,1.896,1.85
89573,6.74690961,-4.12354827,,Sagittarius,G,4,0.836,3.97,2.72,9.05,5436,1.935,0.948
89566,7.80738193,-3.52267118,,Sagittarius,F,5,0.405,1.58,19.52,7.56,6687,2.668,1.416
89497,7.80250534,-3.32986032,,Sagittarius,K,5,0.762,5.76,0.51,8.54,5360.6,0.823,0.93
89043,6.66986589,-2.54872909,,Sagittarius,G,,0.597,5.12,0.8,9.87,5941,1.093,1.085
88631,6.95767388,-1.17122833,,Sagittarius,G,5,0.77,4.75,1.16,9.14,5716.6,1.195,1.02
89046,7.4400965,-2.14265666,,Sagittarius,F,5,0.545,3.02,5.45,8.35,6194,1.727,1.187
88942,7.88352574,-1.580753,,Sagittarius,K,4,0.842,5.41,0.73,7.91,5327.7,0.973,0.92
87282,2.33016138,0.25316081,,Sagittarius,F,4,0.441,2.38,9.48,7.97,6651,2.912,1.4
87919,4.67251297,-0.32038397,,Sagittarius,A,4,0.305,2.6,7.52,8.61,7289,1.892,1.646
86811,4.33270692,2.99516413,,Sagittarius,F,5,0.353,1.85,15.62,7.33,7007,2.394,1.542
87378,4.90243364,1.50273726,,Sagittarius,G,5,0.68,4.73,1.21,9.72,5942,1.43,1.086
87399,5.20328502,1.5530646,,Sagittarius,F,5,0.623,1.73,18.14,7.34,6162.5,4.278,1.173
87227,5.19745348,2.16531946,,Sagittarius,A,5,0.331,2.76,6.82,7.8,7029,1.838,1.55
87370,5.79295837,2.04249952,,Sagittarius,G,5,0.656,4.14,2.09,7.15,5785.8,1.525,1.04
87003,4.61363786,2.52280862,,Sagittarius,A,5,0.327,2.31,10.17,7.9,7128,2.797,1.586
87156,5.20023198,2.42635424,,Sagittarius,F,5,0.413,2.95,5.82,7.89,6767.4,1.989,1.449
88116,6.02197437,-0.12598905,4 Sagittarii (HR 6700),Sagittarius,B,2,-0.03,-0.77,219.67,4.74,9661,4.868,2.463
88039,7.16528868,0.75867971,,Sagittarius,F,5,0.542,3.81,2.94,8.8,5845.3,1.302,1.05
88932,8.5070057,-1.21217637,,Sagittarius,K,5,1.075,6.3,0.39,8.88,4632,1.026,0.74
88595,8.52157581,-0.18903204,,Sagittarius,G,5,0.641,4.68,1.24,8.42,5870,1.064,1.06
87819,7.23714755,1.48962375,,Sagittarius,A,5,0.092,1.51,21.33,6.86,8291,1.928,2.041
87332,6.58842087,2.64247778,,Sagittarius,F,5,0.546,4.05,2.11,9.3,6837,1.427,1.477
88219,8.61081466,1.04386061,,Sagittarius,A,,0.182,1.81,15.76,8.49,7672,2.272,1.798
88235,9.51409714,1.52125675,,Sagittarius,G,5,0.624,3.78,2.83,8.27,5888,1.946,1.07
91991,5.22943585,-11.86669169,,Sagittarius,G,5,0.582,5.41,0.62,9.29,5905,0.868,1.07
92134,5.77023115,-12.04080007,,Sagittarius,G,5,0.642,4.74,1.2,8.48,5800,1.032,1.04
91894,5.67730152,-11.43147611,,Sagittarius,K,,0.757,5.99,0.4,10.2,5451,0.901,0.95
92215,6.99048209,-11.71100109,,Sagittarius,A,,0.079,0.76,43.23,7.42,8428,3.772,2.09
92580,7.46416588,-12.53666293,,Sagittarius,G,5,0.694,3.49,3.81,8.68,5786,1.762,1.038
92385,8.25009099,-11.63033186,,Sagittarius,A,5,0.232,0.91,35.8,7.66,7809,3.485,1.853
92444,8.5072929,-11.69595216,,Sagittarius,K,5,1.459,8.51,0.09,9.65,3984,0.621,0.605
92463,8.67518901,-11.68698989,,Sagittarius,A,3,0.185,1.97,13.56,7.22,8206,1.894,2.01
91268,6.47641653,-9.3515855,,Sagittarius,G,5,0.615,3.61,3.27,8.88,6159.6,1.775,1.172
91621,7.78496144,-9.75022036,,Sagittarius,F,5,0.516,2.99,5.8,8.4,6103.2,1.864,1.148
92176,8.85791207,-10.75396318,,Sagittarius,G,5,0.595,3.65,3.11,9.02,5877,1.939,1.064
91684,8.26230714,-9.7025477,,Sagittarius,G,5,0.711,4.02,2.27,8.92,5810.7,1.496,1.04
91962,9.39220906,-9.88640333,,Sagittarius,F,5,0.546,2.78,6.77,8.46,5864,2.927,1.06
92185,9.78949073,-10.35344237,,Sagittarius,G,5,0.597,4.09,2.08,9.12,6023,1.457,1.115
93691,11.44972408,-13.95492308,,Sagittarius,A,5,0.086,1.29,26.44,7.08,9032,2.375,2.282
93723,12.00352108,-13.77625524,,Sagittarius,F,5,0.432,2.74,7.04,8.15,6634.8,1.688,1.393
92403,11.30694502,-10.28293099,Gliese 729 (Ross 154),Sagittarius,M,5,1.51,13.01,0,10.485,3261,0.21,0.179
92980,12.60786316,-11.39491738,,Sagittarius,F,4,0.481,2.91,5.9,7.6,6593,2.026,1.37
93140,13.36314231,-11.52133358,HR 7159,Sagittarius,A,4,0.087,1.64,19.03,6.14,8670,2.079,2.17
92798,12.9310379,-10.73038864,Gliese 733 (Ross 156),Sagittarius,K,5,0.973,7.33,0.14,10.01,4443,0.674,0.7
90868,6.82539146,-8.00101953,,Sagittarius,G,5,0.675,4.39,1.66,9.86,5759,1.152,1.031
90869,7.12479335,-7.85585591,,Sagittarius,G,5,0.583,4.2,1.97,7.95,5984.9,1.234,1.1
90944,7.49033106,-7.89373788,,Sagittarius,F,5,0.423,3.71,2.78,8.7,6544,1.351,1.352
91253,7.77215632,-8.68727166,,Sagittarius,G,5,0.634,4.38,1.63,7.8,5792,1.33,1.04
91287,8.37506729,-8.49783233,Gliese 9630,Sagittarius,G,5,0.687,4.98,0.99,7.43,5654.2,0.967,1
90655,7.31238044,-7.17527062,,Sagittarius,G,5,0.613,3.44,3.82,8.79,5831.6,1.511,1.05
90822,7.79759188,-7.3875533,,Sagittarius,F,5,0.463,3.79,2.6,8.55,6283,1.316,1.23
91686,10.03647607,-8.86375275,,Sagittarius,F,4,0.398,2.38,9.33,7.6,6804,2.076,1.464
90861,8.70712442,-7.05142372,,Sagittarius,F,5,0.498,3.73,2.76,8.29,6346,1.307,1.26
90705,9.13061988,-6.39817299,,Sagittarius,A,4,0.291,1.94,13.82,8.32,7181,2.414,1.606
90523,9.35263224,-5.74236601,,Sagittarius,G,4,0.764,3.79,3.05,8.68,5698.7,2.061,1.01
91341,10.49882018,-7.62120334,,Sagittarius,F,5,0.535,4.09,2.02,8.09,6057,1.349,1.13
91083,10.9394279,-6.59265706,,Sagittarius,A,5,0.171,1.83,15.5,8.36,8221,3.576,2.015
90966,10.73513248,-6.35402411,,Sagittarius,F,5,0.445,3.24,4.53,8.59,6857,1.956,1.485
92240,11.64916666,-9.64324284,,Sagittarius,A,5,0.427,3.73,2.73,9.1,6655,1.925,1.402
91689,10.51277792,-8.64090527,26 Sagittarii (HR 7011),Sagittarius,A,,0.231,2.23,10.63,6.22,7736,1.693,1.82
92001,11.36755552,-9.05113431,,Sagittarius,G,5,0.619,4.49,1.46,8.47,5949,1.089,1.09
91864,11.75873875,-8.51514578,,Sagittarius,F,5,0.544,3.65,3.05,8,6233,1.246,1.21
92480,12.94567363,-9.78001222,30 Sagittarii (HR 7088),Sagittarius,F,4,0.39,2.05,12.69,6.29,6839.3,2.344,1.48
92834,13.54327145,-10.53767522,,Sagittarius,A,,0.5,4.06,2.05,9.42,6936,2.269,1.515
92602,13.29725494,-9.94836286,,Sagittarius,A,5,0.144,1.92,14.33,6.58,8124,1.739,1.98
91347,12.31061097,-6.74587326,HR 6988,Sagittarius,A,4,0.189,0.84,38.32,5.93,7798,3.288,1.849
91438,12.72550881,-6.79647515,Gliese 722 (HR 6998),Sagittarius,G,5,0.673,5.27,0.76,5.85,5636,0.868,1
91998,12.72797495,-8.39700856,,Sagittarius,F,5,0.534,3.75,2.77,9.35,5899.8,1.935,1.072
92016,13.4390878,-8.11791657,HR 7038,Sagittarius,F,5,0.458,2.42,9.48,6.35,6428.9,2.298,1.3
91602,13.43436505,-6.96451268,,Sagittarius,G,5,0.651,4.19,1.96,9.19,5966,1.282,1.094
94784,15.91742988,-15.16917904,,Sagittarius,G,5,0.634,4.07,2.17,8.36,5755,1.387,1.03
94510,15.33689914,-14.64650136,,Sagittarius,A,5,0.088,1.58,20.12,6.98,8913,1.906,2.246
94550,16.16276822,-14.41440631,,Sagittarius,A,5,0.191,2.9,5.73,9.22,8231,1.699,2.019
94129,15.45797264,-13.45364298,,Sagittarius,G,5,0.652,4.4,1.61,8.17,5695,1.376,1.01
93623,15.8338251,-11.82207359,,Sagittarius,G,5,0.663,5.71,0.52,9.62,5414.2,0.831,0.94
94429,16.78455814,-13.7691244,,Sagittarius,F,5,0.47,2.98,5.73,7.84,6468.9,1.805,1.32
94637,17.60768692,-13.99854423,,Sagittarius,A,3,0.272,1.55,19.92,7.66,7495,3.442,1.726
94879,18.93818926,-14.20987973,,Sagittarius,A,3,0.328,1.78,16.16,7.48,6937,2.44,1.516
95168,20.05762474,-14.5478071,44 Rho-1 Sagittarii (HR 7340),Sagittarius,A,4,0.228,0.97,33.98,3.92,7511,3.14,1.73
94544,19.13623182,-13.0935221,,Sagittarius,F,5,0.377,3.12,4.74,8.27,6911,1.685,1.506
94819,19.57690268,-13.69960545,,Sagittarius,F,5,0.415,2.71,7.19,8.07,6851.1,2.079,1.483
93282,16.50274188,-10.49626934,,Sagittarius,F,5,0.458,3.31,4.04,9.01,6688,1.381,1.42
93543,17.00406202,-11.07327454,HR 7205,Sagittarius,F,5,0.48,1.85,16.17,6.37,6332.9,3.089,1.25
92663,15.94335173,-8.91156804,,Sagittarius,A,5,0.115,1.36,24.2,8.24,8807,2.523,2.214
92384,15.57211083,-8.20658568,HR 7077,Sagittarius,A,,0.192,1.35,24,6.77,8091,2.418,1.966
92912,16.77681996,-9.27156535,,Sagittarius,F,5,0.4,3.23,4.51,8.27,6905.4,1.631,1.504
94062,17.98734436,-12.14739353,,Sagittarius,F,4,0.364,2.5,8.31,6.96,7080,1.896,1.57
93693,18.37440586,-10.87652608,,Sagittarius,A,5,0.18,1.89,14.55,8.37,8228,2.145,2.018
94061,19.05031826,-11.66332437,,Sagittarius,G,5,0.757,4.83,1.16,8.17,5518,1.183,0.97
94647,20.35820235,-12.80923091,,Sagittarius,F,5,0.475,3.75,2.81,9.04,6691.3,1.539,1.418
94345,20.40531927,-11.89163887,,Sagittarius,F,4,0.596,2.46,9.3,8.02,6376,3.163,1.272
93319,18.21472467,-9.80444432,,Sagittarius,F,4,0.436,3.12,4.76,7.75,6675,1.757,1.41
93444,18.48365018,-10.05154436,,Sagittarius,F,5,0.453,3.77,2.93,8.04,6333.7,1.424,1.25
93855,20.03909527,-10.65703489,HR 7239,Sagittarius,B,5,-0.025,-0.98,266.69,6,11995,4.693,3.203
93967,21.06918571,-10.46807558,,Sagittarius,F,5,0.607,4.25,1.8,9.59,5939,1.314,1.085
90366,9.05063787,-5.40393679,,Sagittarius,F,,0.513,4.44,1.45,9.75,6079,1.997,1.138
90451,10.18518379,-5.08208644,,Sagittarius,K,,1.236,7.66,0.13,10.9,4269,0.708,0.67
89410,9.26223695,-2.26283271,,Sagittarius,F,5,0.537,3.99,2.22,9.13,6306,1.179,1.239
89893,11.49777678,-2.59800508,,Sagittarius,F,5,0.711,1.76,19.12,7.9,6252,3.489,1.214
91132,12.54280151,-5.96400731,HR 6969,Sagittarius,F,5,0.28,1.69,17.42,6.49,7288.2,2.51,1.65
91527,13.71432799,-6.56914143,,Sagittarius,A,3,0.261,2.34,9.56,6.67,7619,1.912,1.78
91903,14.84220513,-7.13031044,,Sagittarius,F,4,0.428,1.76,16.66,6.74,6506,3.045,1.33
90790,13.83763541,-4.24038007,Gliese 716,Sagittarius,K,5,0.861,6.2,0.36,6.81,5040,0.764,0.84
90806,14.30147404,-4.03417655,HR 6944,Sagittarius,A,5,0.016,0.95,40.3,5.12,9840,2.137,2.51
90788,14.84052036,-3.72299322,,Sagittarius,G,5,0.735,4.49,1.57,8.99,5707,1.142,1.02
91018,15.35380944,-4.18865709,,Sagittarius,A,5,0.41,3.15,4.84,8.48,7043,1.211,1.55
88615,10.21511561,0.71374697,,Sagittarius,B,5,0.14,0.7,44.14,7.05,8658,3.575,2.166
88704,10.92527279,0.85083271,,Sagittarius,G,5,0.608,3.6,3.27,8.97,5856,1.829,1.06
88718,11.0205834,0.85139702,,Sagittarius,A,3,0.358,2.04,12.69,8.01,6816,4.014,1.469
90055,13.6734369,-2.00986709,,Sagittarius,K,3,1.008,6.29,0.37,9.35,4905,0.778,0.8
90494,14.45375498,-3.01920153,HR 6919,Sagittarius,B,3,0.003,-0.14,112.15,6.19,11535,3.113,3.045
90418,14.87691734,-2.52674862,,Sagittarius,A,3,0.233,1.76,16.34,8.04,7929,1.866,1.902
90484,15.65615006,-2.35293082,,Sagittarius,A,5,0.161,1.69,17.6,7.83,7999,2.767,1.93
90678,16.12458713,-2.7396897,,Sagittarius,A,5,0.287,1.74,17.05,7.82,7668,2.205,1.796
90232,16.22060553,-1.20235704,,Scutum,A,5,0.26,2.75,6.55,8.34,7679,2.453,1.8
92066,15.88784996,-7.07704282,,Sagittarius,A,,0.077,0.25,69.69,7.42,8713,3.84,2.184
91865,16.3946118,-6.25026046,,Sagittarius,A,5,0.157,2.37,9.47,8.18,7991,2.055,1.93
92515,18.45080731,-7.25417562,,Sagittarius,G,5,0.634,3.23,4.73,8.34,5994.2,2.003,1.104
91884,16.95372941,-6.01155621,,Sagittarius,A,5,0.275,1.87,14.84,7.42,7379,2.945,1.68
85224,6.0023108,9.39361558,,Ophiuchus,F,5,0.511,3.35,4.16,8.48,6352.6,1.728,1.261
85632,7.55541139,8.9388444,,Ophiuchus,G,5,0.564,3.41,3.87,7.68,6224.6,1.652,1.2
85195,6.32069448,9.66914851,HR 6473,Ophiuchus,B,5,0.046,-0.63,161.74,6.34,10495,3.947,2.71
85253,7.27853483,10.09561384,,Ophiuchus,K,5,0.825,6,0.41,9.74,5195,0.761,0.88
85918,7.55172085,7.95970774,,Ophiuchus,F,5,0.511,1.67,18.47,7.75,6651.4,3.649,1.401
85952,8.0505432,8.11958206,,Ophiuchus,F,5,0.418,2.13,11.83,7.91,6628,2.505,1.39
86142,8.31127565,7.65264313,,Ophiuchus,G,5,0.563,1.69,18.68,7.47,6054,4.37,1.13
86124,8.77126571,7.97544593,,Ophiuchus,F,5,0.47,4.4,1.48,9.42,6582,2.655,1.37
86822,9.9561516,6.35381075,,Sagittarius,A,3,0.369,2.45,8.72,8.18,7312,1.927,1.65
86814,10.18511423,6.52086536,,Sagittarius,F,5,0.536,3.62,3.22,7.49,6275.4,1.636,1.22
85581,8.34751509,9.61654663,,Ophiuchus,F,,0.6,4.91,0.99,9.71,6034,1.921,1.12
86263,10.60603184,8.66479083,55 Xi Serpentis (HR 6561),Serpens,A,3,0.262,1,33.1,3.54,6950,3.787,1.52
82576,357.9126094,12.93857768,,Ophiuchus,F,5,0.606,5.21,0.75,10.26,5899,0.961,1.071
82524,358.1201073,13.32865822,,Ophiuchus,F,5,0.384,3.06,5.16,8.28,6914.2,1.528,1.507
82986,359.1178278,12.48422772,,Ophiuchus,G,5,0.566,4.24,1.78,9.77,8472,1.095,2.105
83179,359.8781885,12.31328104,,Ophiuchus,G,5,0.731,5.14,0.86,9.82,5557,0.924,0.98
82319,357.8705573,13.96620325,,Ophiuchus,F,5,0.427,3.88,2.36,8.89,7658,1.548,1.792
82319,357.8705573,13.96620325,,Ophiuchus,F,5,0.427,3.88,2.36,10.949,6120,0.852,1.155
82116,357.5397723,14.5115139,,Ophiuchus,F,5,0.573,3.24,4.52,8.35,6309,3.042,1.241
82439,358.5270679,13.96874465,,Ophiuchus,F,5,0.636,4.56,1.38,9.45,5782,1.51,1.037
81941,357.3005475,14.97326825,,Ophiuchus,B,5,0.127,1.42,22.74,7.57,8920,3.509,2.248
82244,359.1667205,15.22791566,,Ophiuchus,G,5,0.549,4,2.22,8.69,6170,1.366,1.18
82621,0.36783348,14.57923262,Gliese 641.1 (HR 6269),Ophiuchus,G,4,0.685,3.71,3.11,5.86,5619.3,1.88,0.99
83070,0.78692081,13.40962743,,Ophiuchus,F,5,0.433,3.76,2.66,8.81,6642,1.292,1.396
83873,2.66817508,11.82414071,,Ophiuchus,A,4,0.177,1.76,16.44,7.79,8519,2.101,2.121
83761,3.06717402,12.5078946,,Ophiuchus,G,5,0.716,4.8,1.17,8.99,5597,1.253,0.99
83539,3.84425697,13.80889275,,Ophiuchus,F,5,0.561,2.94,5.79,8.13,6786,2.129,1.457
83163,3.08502533,14.65802116,,Ophiuchus,G,5,0.569,3.01,5.72,6.63,6035.2,1.973,1.12
83572,4.04746591,13.84368318,,Ophiuchus,A,4,0.367,1.94,14,7.82,6712,3.119,1.427
83538,4.52194846,14.27152365,,Ophiuchus,G,,0.568,4.66,1.21,9.54,6055,1.021,1.13
81844,358.0695231,15.93691166,,Ophiuchus,F,5,0.609,3.54,3.65,8.77,5998.2,1.812,1.106
81796,358.9418497,16.78028345,,Ophiuchus,F,5,0.509,3.06,5.14,8.46,6764,1.572,1.448
81754,359.0608789,17.02382615,HR 6202,Ophiuchus,F,5,0.436,2.43,8.99,5.55,6502,1.676,1.33
82218,359.9870374,15.95903445,,Ophiuchus,F,5,0.485,3.44,3.6,9.05,6615,1.384,1.384
82265,0.58550184,16.17538786,,Ophiuchus,G,4,0.772,5.15,0.87,8.08,5444,1.001,0.95
81237,359.1048098,18.98483729,,Ophiuchus,G,4,0.749,5.74,0.49,8.74,5589.9,0.735,0.99
81758,359.8847001,17.61991215,,Ophiuchus,G,5,0.679,4.48,1.52,9.52,5783,1.098,1.04
81474,359.9435287,18.71197472,,Ophiuchus,B,4,0.248,1.09,30.35,6.73,10890,4.064,2.834
81695,0.51427275,18.28065931,,Ophiuchus,A,3,0.171,1.57,19.65,6.68,8263,2.023,2.03
82547,1.08854992,15.4159022,,Ophiuchus,F,5,0.466,3.39,4.07,8.21,6425.7,1.528,1.3
82433,1.11661614,15.88974402,,Ophiuchus,G,,0.707,5.11,0.81,9.98,6328,1.151,1.25
82393,1.78677544,16.56859195,,Ophiuchus,G,,0.634,4.08,2.15,9.84,5834,1.14,1.052
82120,1.70106973,17.56857189,,Ophiuchus,G,5,0.685,5.39,0.66,8.2,5795.9,0.769,1.04
81723,1.49503721,18.91915617,,Ophiuchus,F,5,0.5,3.31,4.28,8.23,6443,1.827,1.304
82260,3.04806087,17.95850845,,Ophiuchus,G,4,0.767,4.8,1.11,7.62,5762,1.091,1.03
82811,4.32997141,16.77732265,,Ophiuchus,K,5,0.9,5.87,0.5,10,5100,0.854,0.86
82233,3.2947949,18.26402398,,Ophiuchus,G,5,0.566,4.31,1.74,7.43,6092,1.172,1.14
