HIP,Longitudine galactică,Latitudine galactică,Nume,Constelație,Tipul Spectral,Clasă de luminozitate,Index B-V (culoare),Magnitudine absolută(VMag),Luminozitate(Lum),Magnitudine aparentă (Vmag),Temperatură efectivă,Radius,Mass
2386,98.38571969,-77.77483853,,Cetus,F,5,0.488,3.73,2.97,8.15,6244.2,1.319,1.21
2183,96.33427502,-77.07772666,,Cetus,A,5,0.402,3.21,4.53,8.99,6843,1.937,1.48
2337,99.58379198,-76.74763513,HR 115,Cetus,F,5,0.388,3,5.59,6.143,6795.8,1.615,1.46
1893,94.92899719,-75.70119378,,Cetus,G,5,0.73,5.09,0.9,8.72,5626,0.897,1
2099,97.84673357,-75.67838173,,Cetus,F,5,0.463,3.94,2.39,8.58,6596,1.422,1.376
2291,100.9407426,-75.47662958,,Cetus,F,5,0.377,2.33,9.75,8.93,6954,1.828,1.522
2586,104.6043085,-75.46316666,,Cetus,G,5,0.666,4.66,1.26,8.76,5898.7,1.106,1.07
3463,115.2275852,-76.99978341,,Cetus,F,5,0.566,4.37,1.58,9.05,6102,1.243,1.15
3483,115.8061535,-76.19087056,,Cetus,F,5,0.516,3.36,4.17,7.58,6178.2,1.883,1.18
3249,112.8935596,-75.84812529,,Cetus,K,5,1.176,7.91,0.1,10.734,3973,0.703,0.666
3559,117.0486092,-75.6839397,18 Ceti,Cetus,G,5,0.603,3.69,3.01,6.139,5795,1.758,1.04
4074,123.6789825,-74.74039533,,Cetus,F,5,0.452,3.25,4.26,9.17,6579.9,1.713,1.369
3028,110.8842914,-74.74217866,,Cetus,K,5,0.846,6.1,0.39,9.21,5117.6,0.763,0.86
3122,112.5930512,-73.78670418,,Cetus,F,4,0.432,2.61,8.19,6.828,6599.6,2.092,1.38
3610,118.2184545,-74.2763559,,Cetus,G,3,0.73,2.81,7.36,7.68,5494,2.738,0.96
3496,117.0751682,-73.42779104,,Cetus,K,,0.758,5.19,0.83,9.81,5473,0.878,0.96
114746,20.31199911,-68.60026633,,Sculptor,K,5,0.938,6.58,0.27,9.42,4863,0.734,0.79
115110,23.0044725,-69.52799804,,Sculptor,A,,0.24,2.39,9.16,7.73,7673,1.686,1.798
115166,23.03984412,-69.69827529,,Sculptor,F,5,0.387,3.96,2.36,9.6,6470,1.409,1.317
114383,22.91846569,-67.57095478,,Sculptor,M,,0.943,5.52,0.71,10.42,4887,0.885,0.8
114433,23.69681816,-67.67781731,,Sculptor,F,5,0.457,2.19,11.34,8.43,6652,2.595,1.401
114845,25.53449994,-68.80408195,,Sculptor,F,5,0.537,3.63,3.1,9.76,6118.6,1.552,1.154
115518,27.44386531,-70.58875339,,Sculptor,A,5,-0.013,1.55,25.02,7.75,10351,1.855,2.666
114841,27.27471356,-68.73901911,,Sculptor,A,,0.211,2.18,11.17,8.75,7867,1.923,1.877
114461,24.73916328,-67.73490724,,Sculptor,G,5,0.633,4.05,2.21,9.12,6078,1.326,1.137
113967,26.74847955,-66.32758867,,Piscis Austrinus,A,3,0.221,2.11,11.93,6.97,7705,1.937,1.81
114411,30.1857015,-67.37406019,Gliese 891,Sculptor,M,5,1.566,10.25,0.02,11.268,3565,0.425,0.42
114547,31.72994574,-67.71148351,,Sculptor,A,,0.401,3.45,3.49,9.14,6549.9,1.915,1.355
114802,33.5311236,-68.31449988,,Sculptor,A,4,0.179,2.06,12.54,7.274,8072,1.882,1.959
115828,30.23463162,-71.37752977,,Sculptor,G,5,0.593,4.64,1.28,8.27,6034.5,1.079,1.12
115465,30.04484179,-70.35647816,,Sculptor,G,5,0.651,3.92,2.51,9.01,5821,1.729,1.048
115858,33.48272434,-71.3330146,,Sculptor,A,,0.16,1.65,18.24,6.9,8029,2.461,1.942
116315,36.01372547,-72.47036886,,Sculptor,F,5,0.546,3.29,4.53,7.48,6084.3,1.803,1.14
116033,37.57845425,-71.58563164,,Aquaris,G,5,0.636,4.4,1.62,7.53,5849.3,1.135,1.06
115941,37.84913534,-71.27349266,,Aquaris,A,3,0.2,0.91,35.8,7.71,7995,3.095,1.93
115296,33.11151492,-69.67264499,,Sculptor,A,4,0.235,2.29,10.06,8.26,7905,2.157,1.892
115068,33.49394946,-69.02825307,,Sculptor,G,5,0.574,3.89,2.48,8.63,6153,1.969,1.169
115425,38.42494924,-69.66894854,,Aquaris,F,5,0.387,2.67,7.69,7.43,6699.9,1.777,1.42
113954,29.08166254,-66.16276009,,Piscis Austrinus,F,5,0.487,3.27,4.21,8.8,6383,1.564,1.276
114291,30.31859739,-67.04875235,,Sculptor,F,5,0.476,3.81,2.75,6.74,6327.8,1.446,1.25
113579,28.80871752,-65.2009465,,Piscis Austrinus,G,5,0.655,5.03,0.9,7.47,5771,0.94,1.03
113948,30.27561898,-66.06803044,,Piscis Austrinus,G,5,0.661,4.29,1.78,8.05,5930.6,1.326,1.08
113754,31.48305586,-65.44392749,,Piscis Austrinus,F,5,0.453,2.61,7.67,8.89,6597,2.087,1.376
113895,31.79478438,-65.81768097,,Piscis Austrinus,G,5,0.617,4.62,1.29,9.39,5754,1.151,1.03
114242,32.98295013,-66.72035933,,Aquaris,K,5,1.12,7.45,0.14,10.2,4533,0.738,0.71
113367,30.21672214,-64.49163208,,Piscis Austrinus,F,,0.481,3.56,3.23,8.65,6264.5,1.455,1.22
113605,33.92132554,-64.85395825,,Aquaris,M,5,1.51,10.08,0.02,11.578,3622,0.453,0.449
113602,33.95322467,-64.83832581,,Aquaris,M,5,1.526,10.03,0.03,11.568,3622,0.454,0.451
113972,36.36779435,-65.61161844,,Aquaris,G,5,0.532,4.01,2.18,9.34,6012.2,1.413,1.111
114156,36.68796443,-66.10405758,Gliese 889 A,Aquaris,K,5,1.276,8.02,0.1,9.613,4314,0.622,0.67
113473,34.91376725,-64.32804057,,Aquaris,F,5,0.485,3.9,2.36,8.65,6425,1.321,1.3
113673,36.70483015,-64.73434319,HR 8756,Aquaris,A,5,0.126,0.87,38.01,6.27,8299,3.179,2.044
114606,35.18854582,-67.65500247,,Aquaris,F,5,0.4,2.82,6.25,7.97,6858,1.511,1.49
114954,37.60870474,-68.35840077,,Aquaris,M,5,1.395,9.22,0.04,10.835,3899,0.536,0.532
114907,37.97074432,-68.20126689,,Aquaris,F,3,0.312,2.55,7.93,7.11,7334,1.678,1.66
114999,39.2051377,-68.30775226,,Aquaris,F,5,0.486,3.5,3.57,8.09,6647.7,1.249,1.4
114568,35.84031381,-67.46379822,,Aquaris,F,5,0.446,2.04,12.93,7.95,6572,2.646,1.365
114572,37.89274341,-67.27785038,,Aquaris,F,5,0.448,3.39,3.75,9.23,6639,1.447,1.395
115204,39.64394741,-68.87775535,,Aquaris,F,5,0.282,2.32,9.76,7.63,7413,2.004,1.694
115522,43.25097756,-69.43957576,,Aquaris,F,4,0.433,2.48,8.58,6.46,6580,2.28,1.37
115436,43.64199347,-69.11673468,,Aquaris,F,5,0.582,3.32,4.23,9.07,6013,2.035,1.112
115103,41.22016152,-68.40567271,,Aquaris,F,5,0.569,4.15,1.93,9.16,6109,1.217,1.15
114387,37.24742617,-66.72570475,,Aquaris,F,5,0.38,2.96,5.63,8.45,6884,1.543,1.495
114146,38.88777837,-65.8241478,,Aquaris,F,5,0.584,3.76,2.8,8.98,6061,1.202,1.13
114246,40.53574301,-65.91794055,,Aquaris,G,5,0.579,4.15,1.96,9.38,5956,1.143,1.09
114135,40.63399733,-65.56495115,,Aquaris,K,5,0.915,5.95,0.47,8.98,5027,0.843,0.84
114304,42.38086,-65.81731655,,Aquaris,G,5,0.752,5.26,0.78,9.59,5509,0.928,0.97
114968,44.50449039,-67.54703128,,Aquaris,F,4,0.347,2.16,11.34,7.72,7084,2.512,1.57
114799,44.50805046,-67.08268993,,Aquaris,K,3,0.858,5.55,0.64,9.94,5162,0.849,0.87
114705,46.16880053,-66.51901129,,Aquaris,A,5,0.131,1.72,17.24,7.51,8608,1.82,2.15
114719,46.32158426,-66.53062716,Gliese 2154 A,Aquaris,M,5,1.449,8.98,0.06,10.559,3773,0.611,0.597
116690,40.79579149,-73.2630233,,Aquaris,F,5,0.556,2.45,9.59,8.3,6158.4,2.589,1.172
116750,44.77371199,-73.104013,,Aquaris,A,5,0.115,0.23,68.39,7.29,8093,4.407,1.967
117328,47.90951777,-74.68803992,,Aquaris,G,5,0.6,3.43,3.86,8.02,6010,1.759,1.11
115924,43.37414931,-70.69015443,,Aquaris,F,5,0.43,3.37,3.81,8.08,6688,1.472,1.42
116009,44.37743089,-70.83067991,,Aquaris,F,3,0.392,2.5,8.36,7.51,6840,1.91,1.48
116118,46.20529064,-70.96064906,100 Aquarii (HR 8932),Aquaris,A,3,0.319,1.83,15.58,6.253,7006.7,2.522,1.54
116125,46.57319855,-70.93947637,,Aquaris,F,5,0.438,3.19,4.77,7.16,6586.4,1.571,1.37
117121,51.35546412,-73.57392302,,Aquaris,K,5,0.583,8.11,0.05,11.6,4497,0.729,0.71
117569,56.03272666,-74.46973827,,Aquaris,A,5,0.219,2.17,11.25,7.2,7613,1.99,1.774
117910,58.65031573,-75.26658798,,Aquaris,F,5,0.498,3.21,4.69,8.36,6426.2,1.804,1.296
118290,62.76020616,-75.88947937,,Cetus,G,5,0.6,4.27,1.77,9.42,5833.5,1.384,1.051
117697,58.61355721,-74.50250396,,Aquaris,M,5,1.474,9.58,0.03,11.704,3813,0.439,0.434
117905,61.59372179,-74.75804423,,Aquaris,G,5,0.68,5.65,0.52,8.86,5544,0.845,0.98
117128,54.6427963,-73.11932265,,Aquaris,G,5,0.694,4.78,1.16,9.51,5583,0.946,0.99
116874,52.91132781,-72.49828703,,Aquaris,G,5,0.789,5.26,0.8,9.54,5308,0.894,0.91
116973,54.00528899,-72.68559676,,Aquaris,K,5,1.085,6.82,0.25,10.09,4550,0.738,0.72
116819,55.78278967,-71.81926044,,Aquaris,G,5,0.731,5.43,0.66,7.59,5458,0.855,0.95
117399,58.64245176,-73.40803634,,Aquaris,K,5,0.92,5.99,0.45,9.64,5118,0.828,0.86
117734,62.21085089,-73.99814749,,Aquaris,A,5,0.09,2.11,12.28,6.83,8686,1.754,2.18
117708,63.60671318,-73.62128183,,Aquaris,F,5,0.509,3.77,2.67,8.17,6281,1.271,1.23
117218,58.81889224,-72.75088597,107 i2 Aquarii,Aquaris,A,3,0.299,0.97,33.8,6.419,6915,1.464,1.51
117218,58.81889224,-72.75088597,107 i2 Aquarii,Aquaris,A,3,0.299,0.97,33.8,5.28,7499,2.394,1.73
117338,61.5490166,-72.64382082,,Aquaris,F,5,0.401,3.59,3.25,8.95,6888,1.705,1.497
117089,59.17432689,-72.17253996,106 i1 Aquarii (HR 8998),Aquaris,B,5,-0.084,-0.07,151.88,5.24,11504.7,3.042,3.035
115662,46.76173987,-69.41910426,,Aquaris,G,5,0.603,4.5,1.44,7.74,5918.9,1.16,1.08
115812,49.15738611,-69.52287163,,Aquaris,G,5,0.555,4.27,1.72,9.9,5848.6,1.482,1.056
116236,50.18367035,-70.75109919,,Aquaris,F,5,0.524,2.27,10.94,8.12,6386.1,2.905,1.277
116061,51.16340045,-70.05349071,,Aquaris,F,5,0.423,3.34,3.88,9.06,6971.2,1.575,1.53
116028,53.08029595,-69.6084625,,Aquaris,G,5,0.823,3.82,3.09,8.69,5267,2.051,0.9
115329,46.50209652,-68.3637431,,Aquaris,G,5,0.61,3.09,5.3,8.96,6083,2.061,1.14
115411,48.30039241,-68.37026192,,Aquaris,G,5,0.7,5.45,0.65,8.68,5481.6,0.825,0.96
115286,49.52851654,-67.69441864,,Aquaris,G,5,0.649,3.58,3.42,7.74,5760.3,1.789,1.03
115284,50.57428167,-67.49608582,,Aquaris,K,3,0.922,0.97,46.29,8.827,6391,2.156,1.28
115614,52.86589106,-68.18892559,,Aquaris,A,3,0.268,2.8,6.26,8.55,7430,2.154,1.7
115505,53.18024193,-67.76484326,,Aquaris,F,5,0.45,3.79,2.69,7.51,6600,1.315,1.38
116532,58.18915132,-70.35056682,,Aquaris,F,5,0.451,2.95,5.6,8.64,6626,2.44,1.389
116519,58.89357274,-70.11986599,,Aquaris,K,3,0.904,5.73,0.57,9.31,5207.3,0.89,0.89
116893,62.44475407,-70.71268979,,Aquaris,K,,0.935,5.75,0.57,10.54,4891.7,1.014,0.8
116206,56.00185172,-69.60747941,,Aquaris,G,5,0.653,2.93,6.27,8.43,6297,2.006,1.235
116352,58.67293185,-69.55719601,,Aquaris,G,5,0.613,4.69,1.26,8.28,5860.4,1.024,1.06
116215,58.36519457,-69.11693726,Gliese 898,Aquaris,K,5,1.29,7.87,0.12,8.599,4199.8,0.698,0.66
115976,56.30811262,-68.74019526,,Aquaris,G,5,0.714,5.29,0.74,9.44,5616,0.913,0.99
116051,59.64527686,-68.25722305,,Aquaris,F,5,0.516,3.65,3.15,7.9,6339.5,1.453,1.26
113024,33.15245012,-63.23932207,,Aquaris,F,5,0.468,2.52,8.68,7.92,6565.9,2.42,1.362
112537,34.05754648,-61.77497742,,Aquaris,F,5,0.4,3.99,2.14,8.81,6178,1.064,1.18
113576,37.13964693,-64.41630492,Gliese 884 (Lalande 44964),Aquaris,K,5,1.379,8.31,0.1,7.88,4081.1,0.634,0.64
113214,36.31378305,-63.41182632,,Aquaris,F,5,0.557,3.77,2.75,8.85,6147,1.479,1.167
113691,37.56874845,-64.67393461,,Aquaris,F,5,0.541,2.47,9.14,7.41,6408.6,2.497,1.288
113159,36.69872066,-63.18195887,,Aquaris,F,5,0.469,3.59,3.21,6.76,6480.2,1.389,1.32
112462,38.70843615,-60.91761866,,Aquaris,G,5,0.534,4.16,1.91,7.92,6293.9,1.219,1.23
112741,40.19370441,-61.43555303,,Aquaris,A,3,0.162,1.43,22.44,7.46,8399,1.925,2.079
112962,41.07459309,-61.95524759,,Aquaris,F,5,0.534,3.83,2.56,9.51,6251,1.11,1.214
113482,40.47599251,-63.61944048,,Aquaris,F,5,0.577,3.45,3.7,9.08,6182,1.254,1.182
114137,44.20079562,-65.02294883,,Aquaris,F,5,0.473,3.27,4.22,8.78,6490,1.585,1.327
114276,47.02583039,-64.97047821,,Aquaris,G,,0.576,4.04,2.17,8.11,5962.8,1.293,1.09
113163,43.00599801,-62.19367146,,Aquaris,F,5,0.418,3.71,2.75,8.68,6681,1.289,1.413
113855,44.67335294,-64.04561497,,Aquaris,F,5,0.385,3.42,3.59,8.35,6807,1.799,1.465
113678,46.34185473,-63.21961525,,Aquaris,F,5,0.358,3.47,3.41,9.418,6762,1.513,1.447
111802,37.81907593,-59.07270342,Gliese 867 A,Aquaris,M,5,1.466,9.36,0.04,9.06,3565,0.602,0.589
111684,38.08003233,-58.7155711,,Aquaris,A,,0.21,2.48,8.43,7.57,8058,1.607,1.953
112400,40.67664118,-60.36532116,,Aquaris,K,5,1.252,7.97,0.1,11.12,4210,0.617,0.66
112530,41.95258544,-60.5165036,,Aquaris,F,5,0.434,3.73,2.89,8.3,6598,1.336,1.38
112307,42.12855786,-59.80335856,,Aquaris,G,5,0.62,3.28,4.46,8.58,6038,1.518,1.12
111452,38.5973685,-57.92425155,,Aquaris,F,5,0.38,2.87,5.95,8.1,6933,1.605,1.514
111640,40.66864689,-58.08300228,,Aquaris,G,5,0.794,6.06,0.39,9.58,5233,0.813,0.89
111420,39.97211394,-57.58095139,,Aquaris,F,5,0.541,3.58,3.41,8.6,6172.2,1.51,1.18
111903,40.61634747,-58.87589509,,Aquaris,F,5,0.488,3.37,3.85,7.28,6400,1.729,1.28
112225,44.14040687,-59.09341456,,Aquaris,F,5,0.392,3.84,2.44,9.09,6431,1.237,1.299
112958,43.10477027,-61.5758574,,Aquaris,F,5,0.495,2.81,6.64,6.99,6506.9,2.722,1.33
112827,43.37248746,-61.09919879,,Aquaris,F,5,0.506,3.28,4.2,8.54,6282,1.922,1.228
113261,45.10335962,-62.08954738,,Aquaris,G,5,0.747,4.61,1.41,9.81,5664,1.031,1.01
113128,45.8606657,-61.52450992,,Aquaris,K,5,1.17,6.74,0.29,10.33,4381.5,1.237,0.69
113415,46.84161173,-62.24968647,,Aquaris,A,4,0.202,1.77,16.26,8.14,8133,1.86,1.982
113504,48.1088384,-62.24728547,,Aquaris,A,5,0.336,2.51,8.46,8.07,7224,1.779,1.622
113363,48.92969791,-61.61815391,,Aquaris,F,4,0.451,3.04,5.15,8.91,6623,1.648,1.388
113543,49.69569356,-62.02746721,,Aquaris,G,5,0.592,4.05,2.3,7.81,5789.4,1.468,1.04
112512,44.91756986,-59.86243359,,Aquaris,F,5,0.5,3.53,3.55,6.8,6266.7,1.52,1.22
112624,45.68418983,-59.99625869,,Aquaris,A,,0.192,1.98,13.38,8.24,8270,1.739,2.033
112479,46.87629486,-59.29097029,,Aquaris,A,5,0.185,1.85,15.1,8.14,8241,2.337,2.02
112755,47.69242791,-59.91621415,,Aquaris,F,5,0.453,2.98,5.48,8.56,6535,1.797,1.348
112959,50.03276812,-59.99094745,,Aquaris,G,5,0.678,4.94,0.99,9.62,5702,0.995,1.02
113117,50.97431199,-60.2355744,,Aquaris,F,5,0.526,3.59,3.2,8.39,6416,1.325,1.29
114735,48.1343523,-66.27228145,,Aquaris,F,5,0.4,3.8,2.54,8.51,6656,1.401,1.403
114630,48.95248039,-65.78847938,,Aquaris,F,5,0.41,1.62,18.98,7.66,6666,3.39,1.407
115323,54.9238502,-66.72351885,,Aquaris,F,4,0.496,1.6,19.67,8.19,6331,3.629,1.251
114446,50.03396118,-64.87644412,,Aquaris,F,5,0.444,3.55,3.22,8.93,6550,1.329,1.355
114296,49.85677821,-64.43921017,,Aquaris,F,5,0.55,4.09,2.04,9.36,5901.2,1.442,1.072
114519,51.67823034,-64.79022888,,Aquaris,G,5,0.622,5.35,0.66,8.9,5763,0.933,1.03
114244,50.46297312,-64.13572982,,Aquaris,G,5,0.706,3.95,2.53,8.84,5683,1.574,1.01
114780,56.16532496,-64.59264961,,Aquaris,G,3,1.011,5.17,1.05,9.44,5083,1.235,0.85
115668,57.58632584,-67.36968274,,Aquaris,F,5,0.464,3.83,2.52,9.45,5875.2,1.933,1.064
115673,59.57907069,-66.88095326,,Aquaris,G,5,0.702,4.8,1.15,9.15,5597,1.071,0.99
115570,58.92503548,-66.6186525,,Aquaris,F,5,0.593,3.51,3.56,9.35,6212.8,1.571,1.196
115687,60.72732706,-66.62498967,,Aquaris,G,5,0.718,5.56,0.58,9.16,5524,0.88,0.97
116007,63.65386686,-66.94804124,,Aquaris,G,5,0.526,3.85,2.51,9.13,6261,1.243,1.218
115060,57.31986335,-65.22568084,,Aquaris,G,5,0.678,3.82,2.8,9.18,5774,1.686,1.035
115401,61.0675627,-65.41878387,,Aquaris,G,5,0.552,3.96,2.3,9.06,6091,2.102,1.143
115629,64.64952961,-65.12347486,,Aquaris,F,4,0.381,3.03,5.11,8.8,6952,1.624,1.521
114055,53.00851396,-62.86332712,,Aquaris,F,5,0.412,3.51,3.32,7.71,6739,1.505,1.44
114030,53.65498713,-62.59853389,,Aquaris,G,5,0.578,3.21,4.61,8.9,6032,1.895,1.119
113827,52.89857417,-62.10447877,,Aquaris,F,5,0.512,3.53,3.37,8.67,5811.8,2.302,1.045
114252,53.74319624,-63.35131848,Gliese 890,Aquaris,M,5,1.397,9.14,0.04,10.877,3815,0.587,0.578
114271,54.51735679,-63.23752467,,Aquaris,F,,0.411,4.1,1.93,8.25,6205.2,1.299,1.19
114371,55.87095964,-63.1945707,HR 8816,Aquaris,A,5,0.01,1.35,27.88,6.43,9636.8,1.969,2.456
114113,54.32503887,-62.72569846,,Aquaris,G,5,0.639,4.65,1.27,9.15,5809,1.26,1.04
113631,53.87892924,-61.19934762,,Aquaris,G,5,0.608,3.74,2.99,8.26,5941.4,1.511,1.09
113409,54.26544304,-60.32092134,,Aquaris,K,5,1.233,7.93,0.1,10.13,4243,0.64,0.66
114143,58.26674347,-61.64023721,,Aquaris,G,5,0.586,4.51,1.41,8.29,6119,1.089,1.15
113771,57.54460528,-60.52694455,,Aquaris,K,5,1.318,8.48,0.07,11.15,4081,0.6,0.64
114854,60.16534677,-63.67424424,,Aquaris,F,5,0.433,3.24,4.55,7.282,6737.5,1.472,1.44
115015,63.37729972,-63.13755749,HR 8856,Aquaris,A,5,0.058,0.92,38.36,6.33,9661,3.027,2.463
114340,59.18701284,-62.06911732,,Aquaris,G,5,0.656,5.22,0.76,8.79,5658,0.906,1
114182,59.96787341,-61.19180336,,Aquaris,A,4,0.3,1.57,19.49,7.68,7317,2.7,1.656
114255,60.60342562,-61.25505966,,Aquaris,F,5,0.554,4.2,1.84,8.87,6201,1.284,1.19
114804,62.86054996,-62.60015919,,Aquaris,A,5,0.218,1.98,13.33,7.55,7881,2.087,1.883
114906,65.48975466,-61.95716895,,Aquaris,F,5,0.529,3.58,3.44,7.98,6120.9,1.477,1.16
114666,64.39187592,-61.50287113,,Aquaris,G,5,0.519,3.67,3,7.94,6368.4,1.332,1.27
114752,65.73154288,-61.28614139,,Aquaris,A,3,0.279,2.4,9.08,7.573,7435,1.85,1.702
403,70.39731393,-76.04572513,,Cetus,G,5,0.674,4.25,1.88,8.97,5584,1.356,0.99
118160,68.48620268,-74.30067188,,Cetus,M,5,1.378,9.3,0.04,11.866,3877,0.529,0.526
602,74.35665277,-75.90260785,HR 10,Cetus,A,5,0.133,0.01,83.26,6.2,8327,3.684,2.054
301,72.10055929,-75.26164244,2 Ceti,Cetus,B,4,-0.047,-0.06,122.52,4.55,10055.5,3.917,2.58
112,71.71631587,-74.59403211,Gliese 1293,Cetus,K,5,1.384,8.24,0.1,10.754,3948,0.66,0.635
117944,65.78229929,-74.08557984,,Aquaris,F,5,0.513,4.01,2.16,7.76,6184,1.449,1.18
117755,67.44327614,-72.90526951,,Aquaris,F,5,0.386,3.74,2.67,9.16,6987,1.717,1.534
39,71.7909349,-74.25114781,,Cetus,F,5,0.475,2.64,7.87,7.46,6739.5,1.839,1.44
910,82.22909213,-75.06461886,6 Ceti,Cetus,F,5,0.487,3.53,3.34,4.89,6191.8,1.504,1.19
1351,86.63881782,-75.85105616,,Cetus,G,5,0.557,4.29,1.7,9.23,6049,0.972,1.13
1161,86.92781513,-74.65656421,,Cetus,F,5,0.494,2.58,8.14,6.95,6436.7,2.066,1.3
1185,87.69709419,-74.48563083,,Cetus,A,3,0.257,2.08,12.13,6.824,7691,3.069,1.805
1318,90.50961325,-74.03835428,,Cetus,A,5,0.222,1.28,25.59,7.162,7784,2.748,1.843
669,81.53136097,-74.11576214,,Cetus,G,5,0.624,4.85,1.07,7.04,5901.3,0.945,1.07
851,83.87966031,-74.12742784,,Cetus,F,5,0.528,2.4,9.86,8.35,6332.6,2.15,1.252
492,80.77635179,-73.45654187,,Cetus,G,,0.51,4,2.18,9.57,6192,1.565,1.187
225,77.37922181,-73.44478059,,Cetus,F,5,0.489,3.76,2.69,9.04,6481,1.884,1.322
554,82.78472124,-73.03685689,,Cetus,G,,0.69,5.24,0.77,9.84,5670,0.914,1.01
1012,87.15628732,-73.72210202,,Cetus,A,5,0.029,1.26,29.63,8.15,9656,2.596,2.46
846,84.80842995,-73.7360134,,Cetus,G,5,0.578,4.44,1.49,8.92,5978,0.965,1.1
1237,90.24642322,-73.59554229,,Cetus,A,5,0.245,2.07,12.37,8.53,7639.5,2.11,1.784
117391,65.13814418,-72.02473858,,Aquaris,F,5,0.518,3.76,2.83,7.55,6364.7,1.309,1.27
117344,66.65235521,-71.47005591,,Aquaris,F,5,0.504,2.92,6.32,8.31,6163.2,2.221,1.174
117427,68.97387688,-71.1520102,,Aquaris,G,5,0.742,5.33,0.69,8.78,5637,1.037,1
117558,70.42965751,-71.32847774,,Aquaris,A,,0.202,2.42,8.91,7.49,7975,1.588,1.92
117980,75.56651894,-71.51679396,,Aquaris,F,5,0.498,3.63,3.15,7.317,6452,1.268,1.31
117950,75.84970464,-71.30985837,,Aquaris,G,5,0.534,4.09,2.02,8.71,6093,1.134,1.14
117753,73.67042086,-71.10788916,,Aquaris,F,5,0.425,3.49,3.4,8.52,6583,1.658,1.37
117106,68.74330262,-69.88009724,,Aquaris,F,5,0.432,2.71,7.36,7.99,6768,2.046,1.45
116971,67.66014963,-69.64345894,105 Omega-2 Aquarii (HR 8988),Aquaris,B,5,-0.032,1.2,37.03,4.49,10375,1.998,2.67
116758,67.04020154,-68.89378937,102 Omega-1 Aquarii (HR 8968),Aquaris,A,5,0.257,1.78,16.09,4.977,7503.8,2.241,1.73
117432,71.91698178,-70.253723,,Aquaris,F,5,0.405,3.09,5.11,8.88,6693,2.686,1.419
117174,70.72769063,-69.53747431,,Aquaris,F,3,0.38,2.16,11.47,7.93,6969,2.452,1.528
26,79.40288338,-71.80005551,,Cetus,F,5,0.535,4.14,1.93,9.13,6192,1.241,1.187
179,80.56391085,-72.10498832,,Cetus,G,5,0.534,2.83,6.48,6.917,6260.9,2.004,1.22
72,80.84202145,-71.43919365,,Cetus,G,5,0.671,4.27,1.84,8.97,5736,1.336,1.02
524,85.74369832,-71.55316997,,Cetus,F,5,0.487,3.15,4.71,8.75,6448,1.63,1.307
95,82.64478366,-70.79584776,,Cetus,F,5,0.513,2.85,6.29,8.67,6263.8,2.135,1.219
80,82.75021954,-70.64754535,,Cetus,G,5,0.566,4.1,2.21,8.4,5884.3,1.329,1.07
609,87.11395568,-71.35278821,,Cetus,A,,0.271,2.61,7.48,8.24,7708,1.803,1.812
117911,77.16812841,-70.63152512,,Aquaris,K,5,0.896,6.45,0.29,10.05,4933,0.701,0.81
117994,78.6616344,-70.43340327,,Aquaris,F,5,0.456,2.38,10.14,8.06,6442,2.216,1.304
118247,81.41155851,-70.46030214,,Cetus,G,5,0.579,4.45,1.49,8.05,6156.2,1.028,1.17
117948,79.34254462,-69.93332638,,Aquaris,G,5,0.592,3.67,3.07,9.08,6205,1.238,1.192
117579,77.41327096,-68.92429944,,Aquaris,F,5,0.483,3.23,4.36,8.82,6270.6,1.716,1.223
118208,81.639494,-70.2059702,,Cetus,G,5,0.576,2.94,5.93,8.68,6115,2.236,1.153
33,84.70180038,-69.4520785,,Cetus,F,5,0.466,2.84,6.48,8.1,6616.6,1.894,1.385
1752,94.92422604,-74.72474007,,Cetus,F,5,0.447,3.61,3.06,8.78,6703.8,1.42,1.423
2062,98.81712465,-74.75076166,,Cetus,F,5,0.524,3.79,2.66,8.74,6262,1.598,1.219
1831,96.23618415,-74.55781261,,Cetus,F,5,0.478,2.05,13.38,8.35,6568.6,2.275,1.363
1444,91.51658214,-74.24963246,Gliese 9008,Cetus,G,5,0.599,4.34,1.69,6.521,5924,1.176,1.08
1803,97.35546863,-73.64553279,9 Ceti,Cetus,G,5,0.659,4.79,1.12,6.388,5794.3,1.034,1.04
1964,99.59324311,-73.36540685,,Cetus,F,5,0.43,1.4,23.39,8.08,6640,2.927,1.396
2066,101.0423619,-73.16453381,,Cetus,G,5,0.583,4.39,1.57,8.25,5370.6,1.382,0.93
1517,95.19659996,-72.68637969,,Cetus,F,5,0.442,2.87,6.02,8.76,6664,1.549,1.406
1622,96.78548417,-72.43900822,,Cetus,F,3,0.375,2.08,12.85,8.24,6692,2.422,1.418
1509,95.97917376,-72.09110516,,Cetus,F,5,0.553,2.24,11.27,8.16,6381,2.936,1.275
2483,105.5321309,-73.46878363,,Cetus,G,5,0.653,3.89,2.57,8.15,6068,1.524,1.13
2467,105.4211147,-73.40845186,,Cetus,F,5,0.354,3.02,5.34,8.1,6969.5,2.043,1.528
2311,104.1032111,-73.08081614,,Cetus,K,5,0.84,5.93,0.45,9.34,5112,0.738,0.86
3369,115.8102989,-72.67447857,,Cetus,F,5,0.529,3.64,3.05,6.642,6254,1.439,1.21
3406,116.4571989,-72.08626235,,Cetus,G,5,0.693,5.38,0.67,9.14,5536,1.164,0.97
